GRID_CD,x_min,y_min,x_max,y_max,center_x,center_y,grid_m,selection,center_lon,center_lat,center_x_central,center_y_central,center_adm_cd,center_adm_nm,adm_nm_norm,pop_2024_grid,households_2026_adm,pop_2026_adm,pop_male_2026_adm,pop_female_2026_adm,pop_2024_adm_sum,grid_count_in_adm,pop_ratio_in_adm_2024,pop_2026_est,pop_2026_est_int,pop_male_2026_est,pop_male_2026_est_int,pop_female_2026_est,pop_female_2026_est_int,households_2026_est,households_2026_est_int,fallback_admin_population_added,fallback_admin_names,fallback_pop_2026_est_added,fallback_pop_male_2026_est_added,fallback_pop_female_2026_est_added,fallback_households_2026_est_added,commerce_total,commerce_major_과학_기술,commerce_major_교육,commerce_major_보건의료,commerce_major_부동산,commerce_major_소매,commerce_major_수리_개인,commerce_major_숙박,commerce_major_시설관리_임대,commerce_major_예술_스포츠,commerce_major_음식,commerce_middle_가구_소매,commerce_middle_가전_통신_소매,commerce_middle_가전제품_수리,commerce_middle_가정용품_대여,commerce_middle_고용_알선,commerce_middle_광고,commerce_middle_교육_지원,commerce_middle_구내식당_뷔페,commerce_middle_기술_서비스,commerce_middle_기타_가정용품_수리,commerce_middle_기타_간이,commerce_middle_기타_개인,commerce_middle_기타_교육,commerce_middle_기타_보건,commerce_middle_기타_사업_서비스,commerce_middle_기타_상품_소매,commerce_middle_기타_생활용품_소매,commerce_middle_기타_숙박,commerce_middle_기타_전문_과학,commerce_middle_담배_소매,commerce_middle_도서관_사적지,commerce_middle_동남아시아,commerce_middle_모터사이클_소매,commerce_middle_모터사이클_수리,commerce_middle_법무관련,commerce_middle_병원,commerce_middle_본사_경영_컨설팅,commerce_middle_부동산_서비스,commerce_middle_비알코올,commerce_middle_사무_지원,commerce_middle_사진_촬영,commerce_middle_산업용품_대여,commerce_middle_서양식,commerce_middle_섬유_의복_신발_소매,commerce_middle_세탁,commerce_middle_수의,commerce_middle_스포츠_서비스,commerce_middle_시계_귀금속_소매,commerce_middle_시설관리,commerce_middle_시장_조사,commerce_middle_식료품_소매,commerce_middle_식물_소매,commerce_middle_안경_정밀기기_소매,commerce_middle_애완동물_용품_소매,commerce_middle_여행사_보조,commerce_middle_연료_소매,commerce_middle_오락용품_소매,commerce_middle_욕탕_신체관리,commerce_middle_운송장비_대여,commerce_middle_유원지_오락,commerce_middle_음료_소매,commerce_middle_의약_화장품_소매,commerce_middle_의원,commerce_middle_이용_미용,commerce_middle_인쇄_제품제작,commerce_middle_일반_교육,commerce_middle_일반_숙박,commerce_middle_일식,commerce_middle_자동차_부품_소매,commerce_middle_자동차_수리_세차,commerce_middle_장례식장,commerce_middle_장식품_소매,commerce_middle_전문_디자인,commerce_middle_조경_유지,commerce_middle_종합_소매,commerce_middle_주점,commerce_middle_중고_상품_소매,commerce_middle_중식,commerce_middle_철물_건설자재_소매,commerce_middle_청소_방제,commerce_middle_컴퓨터_수리,commerce_middle_통신장비_수리,commerce_middle_한식,commerce_middle_회계_세무,hospital_total,hospital_type_병원,hospital_type_보건소,hospital_type_보건지소,hospital_type_보건진료소,hospital_type_상급종합,hospital_type_요양병원,hospital_type_의원,hospital_type_정신병원,hospital_type_종합병원,hospital_type_치과병원,hospital_type_치과의원,hospital_type_한방병원,hospital_type_한의원,hospital_doctor_sum,pharmacy_total,address_facility_total,admin_agency_count,elderly_welfare_count,good_price_shop_count,outdoor_shelter_count,school_count,shared_medical_equipment_count,theater_count,underpass_count,elderly_welfare_시설급여제공_장기요양기관,elderly_welfare_재가급여제공_장기요양기관,elderly_welfare_재가장기요양기관,good_price_shop_기타비요식업,good_price_shop_기타요식업,good_price_shop_미용업,good_price_shop_세탁업,good_price_shop_숙박업,good_price_shop_양식,good_price_shop_이미용업,good_price_shop_일식,good_price_shop_중식,good_price_shop_한식,outdoor_shelter_4각_원두막,outdoor_shelter_그늘막_및_벤치,outdoor_shelter_그늘막_파고라,outdoor_shelter_막구조_파고라,outdoor_shelter_사각_파고라A,outdoor_shelter_사각_파고라B,outdoor_shelter_사각정,outdoor_shelter_사각정자,outdoor_shelter_사각퍼걸러,outdoor_shelter_육각정,outdoor_shelter_육각정자,outdoor_shelter_정자,outdoor_shelter_정자_1개,outdoor_shelter_정자_2개,outdoor_shelter_정자_3개,outdoor_shelter_정자_7개,outdoor_shelter_정자_8개,outdoor_shelter_캐노피_파고라,outdoor_shelter_파고라,outdoor_shelter_파고라_10개,outdoor_shelter_파고라_16개,outdoor_shelter_파고라_1개,outdoor_shelter_파고라_2개,outdoor_shelter_파고라_3개,outdoor_shelter_파고라_4개,outdoor_shelter_파고라_5개,outdoor_shelter_파고라_6개,outdoor_shelter_파고라_8개,outdoor_shelter_파고라_9개,outdoor_shelter_파라솔_그늘막,outdoor_shelter_파라솔의자,outdoor_shelter_팔각정,outdoor_shelter_팔각정_1개,outdoor_shelter_팔각정자,outdoor_shelter_팔각정자_1개,outdoor_shelter_퍼걸러,school_각종학교,school_고등학교,school_유치원,school_중학교,school_초등학교,school_특수학교,theater_영업_정상,theater_폐업,underpass_지하도,underpass_지하차도,population_demand_index,life_welfare_index,commerce_index,medical_index,education_index,leisure_index,commerce_facilities_total,commerce_per_1000,medical_facilities_total,medical_per_1000,education_facilities_total,education_per_1000,life_welfare_facilities_total,life_welfare_per_1000,leisure_facilities_total,leisure_per_1000,gmm_input_scaled_population_demand_index,gmm_input_scaled_life_welfare_index,gmm_input_scaled_commerce_index,gmm_input_scaled_medical_index,gmm_input_scaled_education_index,gmm_input_scaled_leisure_index,gmm_k,gmm_cluster_raw,gmm_cluster,gmm_prob_1,gmm_prob_2,gmm_prob_3,gmm_prob_4,gmm_prob_5,gmm_prob_6,gmm_prob_7,gmm_prob_8,gmm_prob_9,gmm_prob_10,gmm_max_prob,gmm_second_prob,gmm_prob_margin,gmm_uncertainty,gmm_entropy_norm
다바75a68a,975000.0,1868000.0,975500.0,1868500.0,975250.0,1868250.0,500,official_sgis_100m_center_in_cheonan,127.22251689607718,36.81210690426112,219855.24419395253,468184.4557354312,34011110,목천읍,목천읍,23.0,11190,21741,11164,10577,23549.0,256,0.0009766869081489,21.23415007006667,21,10.903732642575056,11,10.330417427491614,10,10.92912650218693,11,0,,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22941758717888788,-0.1598901147733987,-0.2424272002302903,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,2,95.23809523809523,0,0.0,0,0.0,0,0.0,0,0.0,0.22958396440199627,-0.267122489042238,-0.2945092707806814,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,0,4,1.1099101701688664e-48,6.764057071039376e-13,1.525030596674462e-27,0.9999999760767441,1.9658680306923506e-10,2.3725992275425913e-08,5.085060618619527e-145,1.568486682872315e-17,0.0,0.0,0.9999999760767441,2.3725992275425913e-08,0.9999999523507518,2.3923255931812548e-08,1.9321149633726294e-07
다바82a56a,982000.0,1856000.0,982500.0,1856500.0,982250.0,1856250.0,500,official_sgis_100m_center_in_cheonan,127.3012757001025,36.70408721078262,226920.6514178518,456216.374598209,34011350,수신면,수신면,8.0,1211,1991,1117,874,2919.0,105,0.0027406646111682,5.456663240835903,6,3.0613223706748887,3,2.395340870161014,3,3.3189448441247005,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2918263971520219,-0.1598901147733987,-0.4003086724690429,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.2920380342204129,-0.267122489042238,-0.48630935433007566,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,0,4,1.1526572880436874e-62,2.2275938501924266e-13,2.7552152989481614e-33,0.9999999789925342,1.3010855303180997e-10,2.0877135216499294e-08,2.9658240057782403e-165,2.8549630561079855e-18,0.0,0.0,0.9999999789925342,2.0877135216499294e-08,0.999999958115399,2.1007465766942346e-08,1.7075572720191554e-07
다바64b57b,964500.0,1857500.0,965000.0,1858000.0,964750.0,1857750.0,500,official_sgis_100m_center_in_cheonan,127.10528434525138,36.71712094899917,209406.1392690276,457625.6215343624,34011320,광덕면,광덕면,8.0,2275,3946,1994,1952,4450.0,326,0.0017977528089887,7.093932584269663,7,3.5847191011235955,4,3.5092134831460675,4,4.089887640449438,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20775206945569302,-0.1598901147733987,-0.4003086724690429,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.20790273450642477,-0.267122489042238,-0.48630935433007566,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,0,4,2.725145201802057e-60,2.623530982223181e-13,2.2578831616058736e-32,0.9999999787633025,1.3702911434156974e-10,2.1099405090039066e-08,4.2580530558746166e-162,3.914621560182516e-18,0.0,0.0,0.9999999787633025,2.1099405090039066e-08,0.9999999576638974,2.123669751163959e-08,1.7253115719263492e-07
다바65b81b,965500.0,1881500.0,966000.0,1882000.0,965750.0,1881750.0,500,official_sgis_100m_center_in_cheonan,127.11540048502862,36.93350536751364,210280.92989034383,481639.800864742,34012110,성환읍,성환읍,13.0,11145,21420,11139,10281,27407.0,230,0.0004743313751961,10.160178056700842,10,5.283577188309556,5,4.876600868391287,5,5.286423176560732,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09299231605796822,-0.1598901147733987,-0.4003086724690429,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.09305975554029562,-0.267122489042238,-0.48630935433007566,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,0,4,3.7966778983447604e-57,3.339886904030331e-13,3.7527982679301935e-31,0.9999999780334685,1.5064190928779745e-10,2.181555513146402e-08,7.56795576898199e-158,6.150099296258644e-18,0.0,0.0,0.9999999780334685,2.181555513146402e-08,0.9999999562179134,2.1966531482675578e-08,1.7815779016407023e-07
다바71a62b,971000.0,1862500.0,971500.0,1863000.0,971250.0,1862750.0,500,official_sgis_100m_center_in_cheonan,127.17787934347427,36.76241345342939,215882.4716383581,462661.444959707,34011110,목천읍,목천읍,1865.0,11190,21741,11164,10577,23549.0,256,0.079196568856427,1721.81260350758,1722,884.1504947131513,884,837.6621087944286,838,886.2096055034184,886,0,,0,0,0,0,69,1,9,1,5,11,13,0,0,4,25,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,1,1,5,0,3,0,0,0,5,0,0,1,0,4,2,0,0,2,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.2436103194639565,-0.1598901147733987,1.3584111989755419,0.857287035415017,2.4732486608627884,1.2675167465607613,69,40.069686411149824,2,1.1614401858304297,10,5.807200929152149,0,0.0,4,2.3228803716608595,2.245237420765474,-0.267122489042238,1.650246718398604,1.2290569104289766,2.893694168899518,1.649714306500306,10,2,3,0.00043464226361458974,0.0,0.9995653428302921,0.0,1.4298051969263285e-08,0.0,1.1512251335009463e-51,6.080404962847236e-10,0.0,0.0,0.9995653428302921,0.00043464226361458974,0.9991307005666775,0.00043465716970791934,0.0016500558849932604
다바81a70a,981000.0,1870000.0,981500.0,1870500.0,981250.0,1870250.0,500,official_sgis_100m_center_in_cheonan,127.28973573385424,36.83027411861718,225847.1023709988,470216.62276491,34011330,북면,북면,0.0,2407,4000,2096,1904,4663.0,234,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.059785428150831,-0.1598901147733987,-0.4003086724690429,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,0,,0,,0,,0,,0,,-1.0605540011220433,-0.267122489042238,-0.48630935433007566,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,8,10,3.2957552833042574e-93,6.547915199914008e-20,1.708631404156154e-48,7.79414359563903e-07,1.2561511615746038e-16,2.5414863000271514e-14,6.581935423894396e-202,2.265657419683699e-25,0.0,0.9999992205856127,0.9999992205856127,7.79414359563903e-07,0.9999984411712531,7.794143872530412e-07,5.099339001408633e-06
다바73b79a,973500.0,1879000.0,974000.0,1879500.0,973750.0,1879250.0,500,official_sgis_100m_center_in_cheonan,127.20531943885142,36.91122620488277,218297.0621621821,479180.812247832,34012310,입장면,입장면,91.0,4155,7344,3997,3347,10021.0,174,0.0090809300469015,66.69035026444466,67,36.29647739746532,37,30.39387286697934,30,37.73126434487576,38,0,,0,0,0,0,13,1,0,0,0,7,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7666123182195254,0.34790078921291945,1.0585217540196532,-0.13348295533506102,-0.239066265845104,0.2763098735801277,13,194.02985074626866,0,0.0,0,0.0,1,14.925373134328359,1,14.925373134328359,0.767168277465172,0.5812249549387113,1.28593024869189,-0.19136898366790048,-0.2797068771949649,0.3596262950444389,10,7,6,1.8057201426998705e-27,4.9844373866998896e-05,2.655017576860885e-13,0.0,0.0,0.9999501525834436,1.2642031512819868e-100,3.042423486500152e-09,0.0,0.0,0.9999501525834436,4.9844373866998896e-05,0.9999003082095765,4.9847416556447754e-05,0.00023612346276486706
다바68a76b,968000.0,1876500.0,968500.0,1877000.0,968250.0,1876750.0,500,official_sgis_100m_center_in_cheonan,127.14368262853996,36.8885209983195,212808.08170299276,476651.0352920282,34012130,직산읍,직산읍,28.0,9978,18944,10456,8488,24699.0,120,0.0011336491355925,21.47584922466497,21,11.853435361755537,12,9.622413862909433,10,11.311551074942306,11,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22941758717888788,-0.1598901147733987,-0.15656331006947496,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,1,47.61904761904761,0,0.0,0,0.0,0,0.0,0,0.0,0.22958396440199627,-0.267122489042238,-0.19019873279801056,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,0,4,1.626481871521793e-48,7.011040637609079e-13,2.541420021021416e-27,0.999999976409477,1.8877734725881579e-10,2.3401045389388967e-08,2.674312475114231e-144,1.281355702851583e-17,0.0,0.0,0.999999976409477,2.3401045389388967e-08,0.9999999530084316,2.359052297951081e-08,1.9065730784470936e-07
다바82b74a,982500.0,1874000.0,983000.0,1874500.0,982750.0,1874250.0,500,official_sgis_100m_center_in_cheonan,127.30646592030712,36.86636111087045,227326.74722440715,474226.0406752495,34011330,북면,북면,0.0,2407,4000,2096,1904,4663.0,234,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.059785428150831,-0.1598901147733987,-0.4003086724690429,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,0,,0,,0,,0,,0,,-1.0605540011220433,-0.267122489042238,-0.48630935433007566,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,8,10,3.2957552833042574e-93,6.547915199914008e-20,1.708631404156154e-48,7.79414359563903e-07,1.2561511615746038e-16,2.5414863000271514e-14,6.581935423894396e-202,2.265657419683699e-25,0.0,0.9999992205856127,0.9999992205856127,7.79414359563903e-07,0.9999984411712531,7.794143872530412e-07,5.099339001408633e-06
다바66b54b,966500.0,1854500.0,967000.0,1855000.0,966750.0,1854750.0,500,official_sgis_100m_center_in_cheonan,127.1278095408672,36.69014903348972,211422.5393476716,454634.9367401961,34011320,광덕면,광덕면,190.0,2275,3946,1994,1952,4450.0,326,0.0426966292134831,168.4808988764045,169,85.1370786516854,85,83.34382022471911,83,97.13483146067416,97,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1940687218078656,-0.1598901147733987,-0.1663566265697653,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,1,5.9171597633136095,0,0.0,0,0.0,0,0.0,0,0.0,1.1949346791242943,-0.267122489042238,-0.20209600545671014,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,0,4,1.8851527050020768e-29,1.3474304758258169e-11,2.012011098872006e-19,0.9999998942767567,1.8734180186725734e-09,1.038363503330691e-07,2.1550457369434414e-113,2.0369086964442174e-15,0.0,0.0,0.9999998942767567,1.038363503330691e-07,0.9999997904404064,1.0572324327107196e-07,7.875683131722145e-07
다바65b65a,965500.0,1865000.0,966000.0,1865500.0,965750.0,1865250.0,500,official_sgis_100m_center_in_cheonan,127.11614507405288,36.78476709474867,210367.33572305617,465133.6413426569,34011570,신방동,신방동,2150.0,19620,42512,21866,20646,44280.0,21,0.0485546522131888,2064.155374887082,2064,1061.6960252935862,1062,1002.459349593496,1003,952.6422764227642,953,0,,0,0,0,0,34,2,3,1,0,10,9,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,1,3,0,0,0,0,0,0,1,2,1,0,0,1,8,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.301299545633772,0.34790078921291945,0.9211768282541065,-0.13348295533506102,0.94298941949445,1.86494529926891,34,16.472868217054266,0,0.0,3,1.4534883720930232,1,0.4844961240310077,6,2.9069767441860463,2.3029684840645674,0.5812249549387113,1.119078699467159,-0.19136898366790048,1.1032950417420306,2.427287015648854,10,5,2,7.5654964416935e-07,0.9999378150371113,6.0222431272601324e-05,0.0,0.0,0.0,6.608732499297472e-54,1.2059819715481969e-06,0.0,0.0,0.9999378150371113,6.0222431272601324e-05,0.9998775926058387,6.218496288867836e-05,0.0002929277228114154
다바77b63a,977500.0,1863000.0,978000.0,1863500.0,977750.0,1863250.0,500,official_sgis_100m_center_in_cheonan,127.25069131558595,36.7670956801473,222382.3485591157,463195.6005189166,34011330,북면,북면,101.0,2407,4000,2096,1904,4663.0,234,0.0216598756165558,86.63950246622346,87,45.39909929230109,45,41.24040317392237,41,52.13532060904996,52,0,,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8985242495259458,0.3883862272458385,-0.013981413341039228,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,2,22.988505747126435,0,0.0,0,0.0,1,11.494252873563218,0,0.0,0.8991758733677356,0.6488624758238852,-0.016985123136517885,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,7,6,7.00524366865545e-27,3.43670862967854e-05,1.2357239188693454e-14,0.0,0.0,0.9999656140323866,1.0070358592795066e-104,1.8881304621119354e-08,0.0,0.0,0.9999656140323866,3.43670862967854e-05,0.9999312469460898,3.4385967613403956e-05,0.00016848898658126347
다바86b63b,986500.0,1863500.0,987000.0,1864000.0,986750.0,1863750.0,500,official_sgis_100m_center_in_cheonan,127.3515261758886,36.771771629557,231383.25939310133,463742.8289989494,34011370,동면,동면,5.0,1134,1872,1024,848,2367.0,171,0.002112378538234,3.954372623574144,4,2.163075623151669,2,1.7912970004224755,2,2.3954372623574143,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36586456974293224,-0.1598901147733987,-0.4003086724690429,-0.13348295533506102,-0.239066265845104,-0.2314810304061905,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.3661299004522998,-0.267122489042238,-0.48630935433007566,-0.19136898366790048,-0.2797068771949649,-0.30128009636219716,10,0,4,8.357969820130704e-65,1.9467108690209202e-13,4.189478402992325e-34,0.9999999789888536,1.2584236770740466e-10,2.0885109022401715e-08,4.5855203124913975e-168,2.1853859478665584e-18,0.0,0.0,0.9999999789888536,2.0885109022401715e-08,0.9999999581037446,2.1011146378313583e-08,1.707744073546739e-07
